Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
67474,SUNRISE HOME HEALTH CARE LLC,7535 E HAMPDEN AVE SUITE 625,DENVER,CO,80231,237,162,24.6,6.4,8.1,5.7,0.2,4.1,0.1,822112,1037474,997479,3.8,15,4721,77,55,107,84,78,133,,,15,,,2.71,0.18519,0.48765,0.2963,0.11728,0.47531,0.54938,0.2716,0.46914,0.37037,0.44444,,0.45679,0.15432,0.52469,0.10494,0.12963
67475,AHC HOME HEALTH OF COLORADO LLC,1800 SOUTH POTOMAC STREET,AURORA,CO,80012,625,538,18.7,6.4,8.5,3.3,0.4,0.1,0.1,1832267,2233674,2296691,0.4,38,17598,80,166,372,492,46,437,56,,24,,11,1.98,0.22677,0.3197,0.34944,0.13383,0.38476,0.52974,0.30297,0.47584,0.32528,0.69145,,0.48513,0.27881,0.72305,0.02788,0.13383
67478,ENCOMPASS HOME HEALTH OF COLORADO,1730 SOUTH COLLEGE AVENUE #304,FORT COLLINS,CO,80525,485,385,15.1,5.8,5.7,2.2,1.3,0.1,0,1718846,1728698,1660527,6,38,15575,76,151,234,334,51,353,,,26,0,,1.46,0.13247,0.22078,0.25714,0.11688,0.21299,0.38961,0.20779,0.4026,0.28571,0.57143,,0.34286,0.15584,,0.03377,0.05714
67479,R G A HOME HEALTH SERVICES INC,2851 S PARKER RD SUITE 960,AURORA,CO,80014,332,230,20.1,9.8,6.7,2.3,0.3,0.7,0.2,985529,1298025,1192169,8,24,10517,79,76,154,153,77,147,19,13,48,,,1.97,0.23478,0.39565,0.26522,0.11739,0.31304,0.4913,0.22174,0.41304,0.37391,0.47391,,0.36522,0.16087,0.53913,0.03913,0.08696
67481,FAMILY HOME HEALTH LLC,1790 30TH ST STE 350,BOULDER,CO,80301,152,101,22.9,5.5,9.1,4.7,2,1.4,0.3,810613,617080,619706,2.3,12,5499,76,39,62,68,33,82,0,0,16,,,2.07,0.12871,0.32673,0.27723,0.12871,0.27723,0.43564,0.22772,0.34653,0.37624,0.40594,0.68317,0.43564,0.19802,0.51485,0.0297,0.11881
67482,COVENANTCARE AT HOME,9101 HARLAN STREET #135,WESTMINSTER,CO,80031,117,96,13.7,6.5,4.7,1.5,0.3,0.8,0.1,359016,337897,336007,0.8,31,10142,77,33,63,79,17,78,,,12,0,,2.22,0.19792,0.40625,0.29167,0.1875,0.27083,0.51042,0.26042,0.46875,0.32292,0.54167,,0.42708,0.21875,0.44792,0.05208,0.125
67483,INTERIM HEALTHCARE,"1455 DIXON AVE, #200",LAFAYETTE,CO,80026,73,56,13.3,5.8,4.9,1.5,0.3,0.8,0.2,146241,212133,212506,1.9,20,10401,78,14,42,,,48,,,,0,,1.44,0.16071,0.30357,0.21429,0.125,0.23214,0.48214,0.21429,0.35714,0.30357,0.33929,0.73214,0.25,0.125,0.41071,0,0.08929
67488,KINDRED AT HOME,"6000 GREENWOOD PLAZA BLVD, SUITE 130",GREENWOOD VILLAGE,CO,80111,406,272,20.3,6.3,7.6,4,1.2,1,0.2,2123279,1574971,1570312,0.3,42,19073,79,82,190,220,52,229,15,,18,,,2.45,0.25735,0.45221,0.38235,0.12868,0.36765,0.57353,0.34191,0.47794,0.38235,0.59559,,0.49265,0.18015,0.56985,0.02206,0.12132
67491,BRIDGES COMMUNITY HOMECARE,3895 UPHAM ST STE 100,WHEAT RIDGE,CO,80033,290,218,21.9,8.4,7,3.8,0.6,1.7,0.4,1014822,1099417,1079433,1.8,36,15692,72,97,121,109,109,131,35,,35,,,3.21,0.18349,0.38073,0.38073,0.12844,0.42202,0.62385,0.35321,0.58257,0.42661,0.5,,0.50459,0.19266,0.52752,0.08257,0.12844
67492,ATLAS HOME HEALTH INC,3025 S PARKER RD STE 600,AURORA,CO,80014,14,14,20.3,3.2,9.9,0.6,0,6.5,0,44894,50354,49131,2.3,,,71,,,0,14,,,0,,0,,1.42,0.07143,0.42857,0.07143,0,0.21429,0.5,0.07143,0.35714,0.57143,0.71429,,0.28571,0.14286,0.64286,0,0.14286
67493,INTEGRITY HOME HEALTH INC,1602 S PARKER RD STE 200,DENVER,CO,80231,191,124,28.1,10.7,7.8,3.5,0.4,5.7,0.1,736410,802532,740057,7.6,11,4521,78,42,82,85,39,84,20,,,,,2.16,0.18548,0.45968,0.30645,0.07258,0.33871,0.45161,0.29032,0.3629,0.41129,0.41129,,0.3629,0.14516,0.58871,0.04839,0.08871
67494,HUMAN TOUCH HOME HEALTH CARE AGENCY INC PUEBLO,201 W 8TH ST SUITE 550,PUEBLO,CO,81003,100,64,64.4,40,4.1,1.1,0.1,19.2,0,618917,275320,293271,8.3,,,75,32,32,30,34,36,,0,26,0,,2.69,0.125,0.34375,0.375,0.09375,0.29688,0.65625,0.40625,0.375,0.60938,0.39063,0.71875,0.42188,0.14063,0.46875,0.0625,0.07813
67497,ALWAYS BEST CARE HOME HEALTH,12303 AIRPORT WAY SUITE 200,BROOMFIELD,CO,80021,44,36,18.5,7.5,5.2,3.3,0.7,3.1,0,139420,152921,153009,0,12,5160,78,16,20,,,32,0,0,,0,,2.77,0.13889,0.38889,0.30556,0.19444,0.30556,0.44444,0.27778,0.41667,0.44444,0.5,,0.5,0.19444,0.52778,0.08333,0.08333
67500,PHOENIX HOME CARE,1562 TAURUS COURT,LOVELAND,CO,80537,147,113,18.4,3.9,7.5,2.8,0.5,3.5,0.1,503687,508600,521214,2.2,13,4583,78,43,70,,,104,0,,,0,,1.71,0.23009,0.30088,0.23009,0.0531,0.29204,0.35398,0.18584,0.31858,0.30973,0.54867,,0.38053,0.16814,,0.02655,0.06195
67501,"FRONTIER HOME HEALTH, LLC",4718 NORTH ELIZABETH STREET SUITE A,PUEBLO,CO,81008,195,157,29.7,15.5,6.7,3.8,0,3.8,0,591904,741598,734962,8.9,27,9838,79,55,102,110,47,127,,0,28,0,,2.11,0.19108,0.36306,0.47134,0.13376,0.48408,0.50955,0.44586,0.3121,0.40764,0.47134,,0.40764,0.17197,0.64968,0.04459,0.06369
67504,247 HOME HEALTH CARE LTD,8055 E TUFTS AVE #250,DENVER,CO,80237,317,235,22.6,9.1,7,3.3,0.7,2.2,0.3,1087421,1198658,1160656,3.2,36,17225,73,98,137,106,129,124,41,16,49,,,2,0.14894,0.32766,0.27234,0.11064,0.28936,0.49787,0.22979,0.38723,0.38723,0.41702,,0.37447,0.16596,0.50213,0.05957,0.11915
67505,HEALING HEARTS HOME HEALTH LLC,823 S PERRY ST STE 220,CASTLE ROCK,CO,80104,165,115,18,7,7.4,2.1,0.7,0.7,0.1,459488,550993,556589,0.9,32,13847,82,44,71,102,13,111,0,0,,,0,1.96,0.26087,0.50435,0.30435,0.16522,0.4087,0.61739,0.29565,0.41739,0.26087,0.6087,,0.4087,0.13043,0.51304,0.06087,0.10435
67506,BAYADA HOME HEALTH CARE INC,3500 JOHN F KENNEDY  PARKWAY STE 325,FORT COLLINS,CO,80525,296,229,15.4,5.2,6,2.4,0.5,1,0.3,810752,971051,978129,0.9,34,15162,80,105,124,182,47,211,,0,17,0,,1.83,0.22271,0.41921,0.21397,0.12664,0.32314,0.42795,0.20961,0.36681,0.25328,0.40175,,0.34498,0.11354,0.51092,0.0524,0.1048
67507,INFINITI HOME HEALTH CARE AGENCY,2323 S TROY ST STE 5-340B,AURORA,CO,80014,14,11,19.2,5.3,8.8,5.5,0,0,0.1,43275,53999,53971,0,,,75,,,,,,,0,,0,0,1.73,0.09091,0.36364,0.54545,0.27273,0.27273,0.63636,0.54545,0.54545,0.36364,0.63636,0.72727,0.36364,0.27273,0.27273,0,0.09091
67510,STILLWATER HOME CARE AGENCY LLC,10660 E BETHANY DR,AURORA,CO,80014,67,60,20,3.3,8.4,4,0.7,3.6,0.2,190231,252128,250098,0.8,,,78,24,36,49,11,53,0,0,,0,,2.2,0.2,0.38333,0.16667,0.15,0.33333,0.53333,0.18333,0.33333,0.31667,0.48333,,0.33333,0.18333,0.55,0.01667,0.16667
67511,ELITE CARE AT HOME,2829 NORTH AVENUE SUITE 102,GRAND JUNCTION,CO,81501,280,196,17.4,9.1,4.5,2.3,0.3,1.1,0,690196,812444,840048,1.1,31,11621,77,93,103,146,50,182,,0,11,0,,1.77,0.11224,0.27041,0.32653,0.09694,0.2551,0.39796,0.28571,0.37245,0.35204,0.33673,0.72449,0.33163,0.09694,0.42857,0.05612,0.10714
67513,PROFESSIONAL HOME HEALTH CARE INC,"10200 E GIRARD AVENUE, SUITE C241",DENVER,CO,80231,11,11,10.9,2.9,6.2,1.5,0.5,0.4,0,23080,28799,28788,0,0,,69,,,,,,,0,,0,,1.44,0.18182,0.18182,0.45455,0.18182,0.18182,0.45455,0.45455,0.45455,0.54545,0.54545,,0.54545,0.09091,0.54545,0.09091,0
67515,JOURNEY'S HOME HEALTH LLC,"1200 S PARKER RD, STE 102",DENVER,CO,80231,66,54,20.5,8.9,5.7,4.6,0.4,1,0,204561,251894,246231,2.2,,,76,15,39,30,24,42,,,,0,0,2.25,0.12963,0.46296,0.2963,0.12963,0.31481,0.44444,0.25926,0.37037,0.33333,0.42593,0.68519,0.38889,0.09259,0.48148,0.07407,0.09259
67516,VITAL WELLNESS HOME HEALTH,7853 E ARAPAHOE COURT SUITE 1100,CENTENNIAL,CO,80112,112,82,24.5,6.1,6.9,4.7,6.6,0,0.2,379234,497731,494592,0.6,19,7845,78,40,42,67,15,68,,,,0,,2.2,0.29268,0.4878,0.2439,0.10976,0.52439,0.67073,0.23171,0.47561,0.43902,0.67073,,0.45122,0.19512,0.67073,0.17073,0.15854
67517,BENEFIT HOME HEALTH CARE,5426 N ACADEMY BLVD SUITE 200,COLORADO SPRINGS,CO,80918,494,357,15.6,3.8,8.7,2.4,0.3,0.1,0.2,1842385,1669220,1841937,0.6,24,9589,77,125,232,271,86,317,15,,15,0,,1.82,0.12045,0.40616,0.28852,0.09804,0.22689,0.36415,0.2465,0.43417,0.26611,0.5098,,0.32493,0.15966,0.64986,0.09524,0.12325
67523,CIMARRON HOME HEALTH,100 TESSITORE CT UNIT A,MONTROSE,CO,81401,117,101,13.2,5.1,5,1.5,0.4,1.3,0,325258,337201,338969,0,,,80,35,66,73,28,96,,0,,0,0,1.67,0.25743,0.28713,0.24752,0.13861,0.31683,0.40594,0.27723,0.40594,0.26733,0.41584,,0.33663,0.15842,0.47525,0.0297,0.07921
67524,"HOME CARE RN, INC",2620 S PARKER ROAD #164,AURORA,CO,80014,34,26,25.3,7.8,7.9,2.2,0.1,7.4,0,110285,120166,117247,2.3,,,74,12,14,11,15,20,,0,,0,,2.48,0.15385,0.38462,0.23077,0.07692,0.30769,0.38462,0.19231,0.46154,0.46154,0.57692,,0.46154,0.07692,0.53846,0.11538,0
67525,GIVEN' HOME HEALTH PC,21262 ROAD 20,LEWIS,CO,81327,30,16,22.7,9.3,4.5,0,0,8.9,0,95663,78962,79192,0.2,,,74,,,,,15,0,0,0,,,2.57,0.25,0.3125,0.3125,0.0625,0.4375,0.375,0.3125,0.3125,0.25,0.5625,,0.5625,0.0625,0.4375,0,0.125
67526,FIRST CLASS HOME CARE,6165 LEHMAN DRIVE SUITE 102,COLORADO SPRINGS,CO,80918,25,11,33.3,8.8,4.2,4,0,16.4,0,85555,77247,83948,0.1,,,78,0,11,,,,0,0,,0,0,2.01,0.09091,0.45455,0.18182,0,0.27273,0.45455,0.27273,0.36364,0.36364,0.54545,0.72727,0.27273,0.27273,0.45455,0.18182,0.18182
67528,ABODE HOME HEALTH OF COLORADO,1980 DOMINION WAY SUITE 101,COLORADO SPRINGS,CO,80918,407,310,16.2,6.3,6.6,2.3,0.2,0.7,0.1,1131926,1208068,1320941,0.2,22,8785,76,119,191,242,68,260,17,,26,0,,1.89,0.14194,0.26774,0.39355,0.14194,0.28387,0.39032,0.30645,0.40645,0.34194,0.58387,,0.39355,0.17419,0.72258,0.04194,0.0871
67529,ABODE HOME HEALTH OF COLORADO,445 UNION BOULDEVARD SUITE 223,LAKEWOOD,CO,80228,463,381,14.6,4.7,6.2,2.1,0.5,0.9,0.2,1147008,1487960,1480974,0.5,44,19807,77,132,249,325,56,306,26,,30,,,1.82,0.16273,0.26772,0.25984,0.12861,0.28609,0.44357,0.2126,0.3832,0.30446,0.56168,,0.36483,0.14436,,0.03412,0.07612
67530,"RESTORE HOME HEALTH, LLC",333 PERRY ST SUITE 250,CASTLE ROCK,CO,80104,113,80,19.9,10,4.1,2.8,0.5,2.5,0,322286,371140,369772,0.3,15,5690,72,34,46,58,22,66,,0,,0,,2.48,0.1875,0.225,0.325,0.175,0.375,0.475,0.3,0.4125,0.25,0.5875,,0.5375,0.175,0.5875,0.0875,0.125
67531,AIM HOME HEALTH LLC,"1208 EAGLERIDGE BLVD, STE A",PUEBLO,CO,81008,147,107,36.9,16.1,8.1,4.3,0.4,8,0,642014,612934,595165,8.8,17,7067,75,33,74,69,38,75,,0,29,0,,1.85,0.14019,0.3271,0.42056,0.11215,0.39252,0.52336,0.39252,0.43925,0.3271,0.48598,,0.37383,0.27103,0.62617,0.04673,0.1215
67537,GOLDLEAF HOMEHEALTH LLC,"3540 S POPLAR ST, STE 202",DENVER,CO,80237,52,45,18,3.8,8.8,2,1.2,2,0.2,121388,178716,176994,0.9,14,6693,80,16,29,,,40,,,,0,,1.94,0.13333,0.46667,0.31111,0.15556,0.37778,0.48889,0.24444,0.51111,0.2,0.48889,,0.35556,0.13333,0.51111,0.04444,0.06667
67546,ABILITY HOME HEALTH CARE,"3675 S COLLEGE AVENUE, SUITE 16",FT COLLINS,CO,80525,77,73,18.5,3.2,8.8,5.3,0.9,0,0.3,199307,307017,310287,0,,,78,25,48,,,69,0,0,,0,,1.64,0.21918,0.20548,0.27397,0.13699,0.30137,0.41096,0.26027,0.38356,0.32877,0.54795,,0.38356,0.20548,0.56164,0.0411,0.12329
67548,"TRANSITIONS HOME HEALTH CARE, INC",8120 SHERIDAN BLVD B300,WESTMINSTER,CO,80003,20,18,16.6,6.4,6,3.3,0,0,1.3,54084,64704,64683,0,,,76,,,,,15,0,0,,0,,1.63,0.27778,0.38889,0.44444,0.11111,0.38889,0.66667,0.38889,0.44444,0.38889,0.5,0.72222,0.55556,0.22222,0.44444,0.05556,0.11111
67551,BAYADA HOME HEALTH CARE INC,"8670 WOLFF COURT, BUILDING 8, SUITE 115",WESTMINSTER,CO,80031,141,138,15.3,3.6,6.9,3.2,1,0.5,0.2,390370,509091,509789,0.6,15,7242,79,39,99,111,27,116,,,14,0,0,1.91,0.15942,0.50725,0.30435,0.13768,0.36957,0.44928,0.25362,0.44928,0.28986,0.57246,0.73913,0.4058,0.13768,0.52174,0.04348,0.1087
77001,STRATFORD VNA,88 RYDERS LANE,STRATFORD,CT,06497,1380,838,23.4,10.7,7.1,0.9,0.2,4.1,0.3,4995243,5652954,4477862,2.3,156,81175,81,309,529,627,211,714,66,,41,,11,2.41,0.30668,0.39141,0.33294,0.19093,0.45227,0.54893,0.2864,0.36396,0.41289,0.71122,,0.56683,0.21241,0.59666,0.0537,0.14797
77003,VISITING NURSE & HEALTH SERVICES OF CONNECTICUT,8 KEYNOTE DRIVE,VERNON,CT,06066,2702,1761,18.8,8.1,5,2.5,0.1,2.9,0.4,7152147,9218446,8568368,1.1,260,112793,80,670,1091,1209,552,1637,41,27,33,,,2.23,0.28052,0.31687,0.36229,0.15105,0.42987,0.51051,0.33277,0.41454,0.39239,0.66383,,0.51278,0.12493,0.52641,0.06871,0.10335
77005,HOME & COMMUNITY HEALTH SERVICES INC,101 PHOENIX  AVENUE,ENFIELD,CT,06082,620,443,18.7,7.4,4.1,2.2,0,5,0.1,1543515,1959427,1801924,1.7,78,33873,80,167,276,295,148,429,,,,0,,2.05,0.30926,0.31377,0.40181,0.15576,0.49436,0.57111,0.37698,0.37246,0.43341,0.68623,,0.57788,0.17156,0.56885,0.07675,0.10835
77006,"VNA COMMUNITY HEALTHCARE, INC",753 BOSTON POST ROAD,GUILFORD,CT,06437,3815,2266,22.6,10,5.6,1.9,0.2,4.5,0.5,10831915,14645511,12249445,3,358,182986,80,848,1418,1640,626,2070,119,13,37,0,27,2.19,0.25375,0.32877,0.29082,0.1902,0.41748,0.47838,0.25949,0.3932,0.36849,0.65225,,0.48191,0.1474,0.58473,0.05207,0.10238
77009,WESTBROOK VISITING NURSES & PUBLIC HEALTH,866 BOSTON POST ROAD,WESTBROOK,CT,06498,89,66,15.6,7.2,5.8,0.6,0.1,1.8,0.1,166309,274965,252635,1.7,11,5574,80,24,42,47,19,65,0,0,,0,,2.16,0.36364,0.30303,0.27273,0.16667,0.40909,0.54545,0.31818,0.39394,0.33333,0.66667,,0.51515,0.09091,0.57576,0.06061,0.06061
77012,VNA OF SOUTH CENTRAL CT INC,ONE LONG WHARF,NEW HAVEN,CT,06511,1555,1098,17.4,8.7,4.9,1.6,0.1,1.9,0.2,4113812,5472077,4652731,0.5,245,122503,76,426,672,558,540,712,263,11,101,0,11,2.5,0.20219,0.27231,0.33242,0.13479,0.41803,0.55738,0.25865,0.33971,0.47814,0.61202,,0.50638,0.13024,0.50911,0.07013,0.10383
77015,VNA OF SOUTHEASTERN CT INC,403 N FRONTAGE ROAD,WATERFORD,CT,06385,2834,1681,17.8,9.3,4.5,1.2,0.4,2.4,0.1,6500319,9434469,8270489,0.6,323,158995,78,628,1053,1106,575,1447,82,,96,,30,2.13,0.26829,0.29209,0.43664,0.15467,0.38667,0.4884,0.37954,0.46817,0.38013,0.68531,,0.49613,0.17965,0.57049,0.06425,0.11184
77020,BERLIN VISITING NURSE ASSOCIATION,240 KENSINGTON RD,BERLIN,CT,06037,248,165,20.5,8.2,4.9,1.5,0.1,5.7,0.1,543522,764042,696534,2.3,24,9957,82,57,108,112,53,158,,,,0,,2.08,0.30909,0.27273,0.25455,0.18788,0.48485,0.46061,0.19394,0.35152,0.39394,0.60606,,0.61212,0.13939,0.55152,0.06061,0.07273
77028,VISITING NURSE SERVICES OF CT,765 FAIRFIELD AVE,BRIDGEPORT,CT,06604,5114,2701,22.8,9.5,5.7,2,0.2,4.9,0.6,18257993,20299464,16673298,3,551,265791,79,1037,1664,1626,1075,2201,221,,195,,51,2.44,0.23917,0.33728,0.33173,0.16327,0.41355,0.50574,0.30803,0.3569,0.40689,0.64198,,0.51388,0.15217,0.50981,0.05146,0.10515
77038,"VNA NORTHWEST, INC","607 BANTAM ROAD, UNIT F",BANTAM,CT,06750,601,389,22.9,10.3,4.9,2.4,0.1,4.7,0.4,1901597,2176674,1904220,3.4,47,22783,81,147,242,260,129,385,0,,0,0,,2.14,0.33419,0.33419,0.37532,0.16967,0.4036,0.49871,0.34447,0.3856,0.29563,0.70694,,0.54499,0.15938,0.57584,0.04884,0.11825
77041,HARTFORD HEALTHCARE AT HOME,"680 MAIN STREET, SUITE 300",WATERTOWN,CT,06795,12004,7858,18.8,8.3,5,2.4,0.2,2.6,0.2,38798269,41501809,37271250,1.1,1619,741757,79,3064,4794,5005,2853,6715,482,90,472,,,2.33,0.26139,0.31433,0.35543,0.17307,0.44044,0.51743,0.31547,0.39717,0.41041,0.65436,,0.51387,0.15907,0.57037,0.06032,0.1097
77063,NEW MILFORD VNA INC,68 PARK LANE RD,NEW MILFORD,CT,06776,505,389,15.6,7.2,4.5,1.4,0.1,1.9,0.6,1207280,1593933,1409349,0.4,74,37477,81,147,242,251,138,373,,,,0,,1.98,0.27249,0.28021,0.2982,0.20823,0.35219,0.45244,0.25707,0.33676,0.31877,0.62468,,0.47815,0.19794,0.58612,0.04113,0.09769
77065,LEDYARD REGIONAL VISITING NURSE AGENCY,741 COLONEL  LEDYARD HWY,LEDYARD,CT,06339,280,153,19.9,8.3,4.8,1.1,0.2,5.4,0.1,295737,892518,783232,0.2,13,7031,81,63,90,120,33,141,,,,,,2.18,0.24837,0.3268,0.33987,0.1634,0.39869,0.46405,0.33333,0.34641,0.4183,0.68627,,0.50327,0.14379,0.58824,0.05229,0.15686
77066,RIDGEFIELD VISITING NURSE ASSOCIATION,27 GOVERNOR STREET,RIDGEFIELD,CT,06877,1479,905,20.5,8.5,6.8,1.7,0.3,3.3,0.2,4092946,5988677,4816492,1.2,149,76542,82,307,598,736,169,843,15,16,23,,,2.01,0.28287,0.40994,0.2895,0.16464,0.36133,0.4011,0.25635,0.40884,0.28287,0.66519,,0.4895,0.19116,0.56133,0.05967,0.12155
77074,"VISITING NURSE & HOSPICE OF FAIRFIELD COUNTY, INC","761 MAIN AVENUE, SUITE 114",NORWALK,CT,06851,1112,719,21.7,8.2,6.2,1.8,0.3,4.8,0.5,3104368,4637673,3645591,2.5,123,67034,82,280,439,584,135,641,32,,27,0,,2.3,0.26704,0.33241,0.23227,0.25174,0.40195,0.41168,0.22114,0.31293,0.30598,0.59805,,0.42281,0.13769,0.48401,0.0306,0.10987
77078,ORANGE VISITING NURSE ASSOCIATION,605A ORANGE CENTER RD,ORANGE,CT,06477,286,169,21.9,10.5,6.4,1.2,0.8,2.5,0.4,776370,1083827,906656,1.9,24,12594,83,61,108,142,27,162,0,0,,0,,2.4,0.26627,0.30769,0.25444,0.19527,0.47929,0.48521,0.23077,0.27219,0.33728,0.64497,,0.53254,0.10059,0.57396,0.04734,0.11834
77079,VISITING NURSES OF THE LOWER V,61 MAIN ST,CENTERBROOK,CT,06409,329,211,25.5,10.5,6.7,3.3,0.5,4.2,0.2,1179726,1353062,1210547,3.5,22,9702,81,83,128,169,42,206,0,,,0,,1.96,0.28436,0.32227,0.28436,0.20379,0.36493,0.37915,0.28436,0.39336,0.30332,0.65403,,0.50237,0.16114,0.62085,0.06635,0.16588
77085,VNA HEALTH AT HOME,27 SIEMON COMPANY DRIVE,WATERTOWN,CT,06795,1477,990,17.8,9.2,3.7,1.3,0,3.2,0.3,3656529,4664533,4034288,1.4,143,70896,79,355,635,629,361,883,41,14,44,,,2.03,0.28384,0.23636,0.32424,0.15152,0.40101,0.47879,0.27576,0.31818,0.38283,0.71818,,0.52929,0.11212,0.58687,0.04646,0.11414
77086,MIDDLESEX HOSPITAL HOMECARE,770 SAYBROOK ROAD,MIDDLETOWN,CT,06457,1877,1323,16.7,6.7,3.7,2.2,0.2,3.7,0.3,4363439,5740221,5278816,1.5,351,167724,79,502,821,913,410,1203,63,,22,,22,2.06,0.24868,0.2963,0.3167,0.18443,0.36584,0.43084,0.29025,0.40212,0.34618,0.67498,,0.50642,0.1421,0.55404,0.05669,0.1164
77088,WESTERN CONNECTICUT HOME CARE INC,4 LIBERTY ST,DANBURY,CT,06810,2046,1562,19.3,7.8,6,3,0.1,2,0.4,7873702,8434124,6808569,0.8,214,118639,80,625,937,1051,511,1345,95,25,73,0,24,2.19,0.28809,0.28233,0.35851,0.16965,0.40973,0.49552,0.31754,0.35275,0.38412,0.69846,,0.53457,0.16389,0.49488,0.04225,0.10691
77089,FOOTHILLS VN HOME CARE INC,32 UNION ST,WINSTED,CT,06098,1195,659,21.2,8.5,6,2.3,0.3,3.9,0.3,3268982,4225858,3786066,1.6,128,59967,80,267,392,443,216,635,,,15,0,,2.02,0.2519,0.3824,0.32473,0.1563,0.3308,0.45675,0.31715,0.41578,0.31866,0.66768,,0.45979,0.1305,0.56601,0.04856,0.08498
77097,DAY KIMBALL HOMECARE,320 POMFRET STREET,PUTNAM,CT,06260,923,621,19.7,8,4.3,2.4,0.1,4.7,0.4,2450759,3173142,2843316,0.7,75,35374,79,233,388,350,271,603,,,,0,,2,0.26892,0.30435,0.38647,0.19002,0.33011,0.44444,0.34461,0.35749,0.36393,0.62158,,0.50081,0.13527,0.56844,0.04831,0.12399
77112,SALISBURY VISITING NURSE ASSOC,30A  SALMON KILL RD,SALISBURY,CT,06068,216,152,15.9,6.6,5.4,0.4,0.1,3.4,0.2,447047,674386,609210,0.2,26,12190,81,59,93,128,24,147,0,,0,0,,1.97,0.29605,0.24342,0.34211,0.20395,0.41447,0.42105,0.31579,0.28947,0.25658,0.65132,,0.51316,0.13816,0.55921,0.05263,0.125
77113,BETHEL VNA INC,70 STONY HILL ROAD,BETHEL,CT,06801,532,307,25.2,8.5,7,1.1,0.6,7.2,0.9,1828834,2253747,1774617,2.6,57,26623,83,103,204,195,112,291,,,,0,,2.37,0.28339,0.32899,0.28339,0.14658,0.35831,0.50489,0.28339,0.36156,0.36808,0.72313,,0.55049,0.1759,0.53094,0.03257,0.16287
77119,CT HOSPICE INC THE,100 DOUBLE BEACH ROAD,BRANFORD,CT,06405,361,194,25.7,9.6,2.1,0.2,0.1,12.8,1.1,1335448,1102322,876531,8,60,26987,76,90,104,144,50,165,14,,,0,,3.51,0.16495,0.23711,0.34021,0.46907,0.35567,0.52577,0.31443,0.30412,0.30928,0.48969,0.72165,0.40722,0.06186,0.35567,0.05155,0.07216
77120,"MASONICARE PARTNERS HOME HEALTH AND HOSPICE, INC","111 FOUNDERS PLAZA, SUITE 200",EAST HARTFORD,CT,06108,2152,1467,18.1,7.9,3.9,2.1,0.3,3.5,0.5,5005040,6849038,6309008,1.8,335,162329,79,574,893,961,506,1102,225,24,90,,,2.47,0.28971,0.30266,0.39196,0.18269,0.47648,0.5576,0.34901,0.394,0.42399,0.65849,,0.57873,0.1561,0.56783,0.05385,0.12543
77133,INTERIM HEALTHCARE,278 STATE ST,NORTH HAVEN,CT,06473,370,275,17.4,10,3.3,1.4,0.1,2.6,0,672756,1241811,1032252,3.4,50,25433,77,95,180,112,163,194,33,,42,,,2.27,0.22909,0.29091,0.34909,0.18909,0.45091,0.52727,0.29818,0.41818,0.46909,0.67636,,0.47273,0.14182,0.56364,0.05455,0.11636
77134,INTERIM HEALTHCARE OF HARTFORD,231 FARMINGTON AVE,FARMINGTON,CT,06032,1622,1139,21.7,9.1,4.8,1.8,0.2,5.5,0.3,3220602,5687250,5061174,5,211,97589,78,391,748,678,461,914,127,33,42,0,23,2.25,0.25373,0.36084,0.31431,0.14047,0.41264,0.5101,0.28183,0.41703,0.38894,0.65408,,0.48551,0.1396,0.61809,0.07112,0.08341
